HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Deck,Num,Side,TotalSpending,Transported
1,0,2,39.0,0,-0.3402897270009193,-0.2818222477741811,-0.29236499848472447,-0.2697070672037152,-0.25710041776058956,1,-1.181320654769413,0,-1.4412844582241295,False
0,0,2,24.0,0,-0.17043939505087985,-0.2760823699548631,-0.24956638775218964,0.22103951876357666,-0.21944886768216365,5,-1.181320654769413,1,-0.6944975016765196,True
1,0,2,58.0,1,-0.2732845501765918,1.9988225391014764,-0.29236499848472447,5.732776220173998,-0.2151702824459789,0,-1.181320654769413,1,6.950778928168178,False
1,0,2,33.0,0,-0.3402897270009193,0.5364292235796972,0.34276638478609195,2.706058660820173,-0.09194702764385769,0,-1.181320654769413,1,3.1530175145411854,False
0,0,2,16.0,0,0.1318630306216675,-0.2371787536239305,-0.03386138966021428,0.23534178720706786,-0.2553889836661157,5,-1.179350548796569,1,-0.1592243091215251,True
0,0,1,44.0,0,-0.3402897270009193,0.026217861862547855,-0.29236499848472447,-0.009584559887718948,-0.25710041776058956,5,-1.181320654769413,0,-0.8731218412714045,True
0,0,2,26.0,0,-0.274842810102739,0.699696859329185,-0.2872291651968203,-0.2697070672037152,-0.25710041776058956,5,-1.177380442823725,1,-0.389182600934679,True
0,1,2,28.0,0,-0.3402897270009193,-0.2818222477741811,-0.29236499848472447,-0.2697070672037152,-0.25710041776058956,6,-1.181320654769413,1,-1.4412844582241295,True
0,0,2,35.0,0,-0.3402897270009193,0.21882265091077174,-0.2632619431866008,-0.07662644321658395,-0.25710041776058956,5,-1.1754103368508808,1,-0.7184558802539218,True
1,1,0,14.0,0,-0.3402897270009193,-0.2818222477741811,-0.29236499848472447,-0.2697070672037152,-0.25710041776058956,1,-1.179350548796569,0,-1.4412844582241295,True
1,1,2,34.0,0,-0.3402897270009193,-0.2818222477741811,-0.29236499848472447,-0.2697070672037152,-0.25710041776058956,1,-1.179350548796569,0,-1.4412844582241295,True
1,0,0,45.0,0,-0.2795175898811804,4.370667606884075,0.7159702703737953,-0.17137897165471316,-0.15099150390320742,1,-1.179350548796569,0,4.4847498118187685,True
2,0,2,32.0,0,-0.2265367523921773,-0.2818222477741811,1.6301485956207387,-0.2697070672037152,-0.16040439142281393,5,-1.179350548796569,0,0.6916781368278511,True
0,0,2,48.0,0,0.7800991598988823,-0.2811844835720346,-0.18108861058013398,-0.2697070672037152,-0.23656320862690272,6,-1.179350548796569,1,-0.18844421008390416,False
0,0,2,28.0,0,-0.3278236475917421,0.33936008511644833,-0.27182166533310775,-0.26791928364827877,-0.25111039842993094,5,-1.177380442823725,0,-0.7793149098866112,True
0,0,2,31.0,0,-0.29042540936421046,-0.2818222477741811,1.2072983215832949,-0.2697070672037152,-0.25710041776058956,5,-0.3322049804736237,1,0.10824317948059858,False
2,0,0,27.0,0,1.6636325380243173,-0.2040150151123158,-0.29236499848472447,-0.2697070672037152,-0.25710041776058956,5,-1.1754103368508808,0,0.6404450394629722,False
0,0,0,24.0,0,-0.3402897270009193,-0.2811844835720346,-0.29236499848472447,-0.2697070672037152,0.28799134132934934,5,-1.173440230878037,0,-0.8955549349320442,False
2,1,2,45.0,0,-0.3402897270009193,-0.2818222477741811,-0.29236499848472447,-0.2697070672037152,-0.25710041776058956,5,-1.1714701249051929,0,-1.4412844582241295,True
0,0,2,0.0,0,-0.3402897270009193,-0.2818222477741811,-0.29236499848472447,-0.2697070672037152,-0.25710041776058956,6,-1.181320654769413,0,-1.4412844582241295,True
0,0,0,14.0,0,0.30171336257170694,-0.2818222477741811,-0.2906530540554231,-0.2697070672037152,0.32393145731330136,5,-1.1695000189323488,0,-0.21653754914831108,False
0,1,2,1.0,0,-0.3402897270009193,-0.2818222477741811,-0.29236499848472447,-0.2697070672037152,-0.25710041776058956,4,-1.181320654769413,1,-1.4412844582241295,False
0,1,0,49.0,0,-0.3402897270009193,-0.2818222477741811,-0.29236499848472447,-0.2697070672037152,-0.25710041776058956,4,-1.181320654769413,1,-1.4412844582241295,False
0,1,0,29.0,0,-0.3402897270009193,-0.2818222477741811,-0.29236499848472447,-0.2697070672037152,-0.25710041776058956,4,-1.181320654769413,1,-1.4412844582241295,False
0,0,2,10.0,0,-0.3402897270009193,-0.2818222477741811,-0.29236499848472447,-0.2697070672037152,-0.25710041776058956,4,-1.181320654769413,1,-1.4412844582241295,True
0,1,1,1.0,0,-0.3402897270009193,-0.2818222477741811,-0.29236499848472447,-0.2697070672037152,-0.25710041776058956,4,-1.181320654769413,1,-1.4412844582241295,False
0,0,2,7.0,0,-0.3402897270009193,-0.2818222477741811,-0.29236499848472447,-0.2697070672037152,-0.25710041776058956,4,-1.181320654769413,1,-1.4412844582241295,False
2,0,2,21.0,0,1.1868050006232889,-0.28054671936988823,-0.1742408328629284,-0.2697070672037152,-0.25710041776058956,3,-1.181320654769413,0,0.20520996342616749,False
1,1,2,62.0,0,-0.3402897270009193,-0.2818222477741811,-0.29236499848472447,-0.2697070672037152,-0.25710041776058956,2,-1.177380442823725,1,-1.4412844582241295,True
0,0,2,15.0,0,-0.3402897270009193,-0.13832530229123283,-0.29236499848472447,0.6223969269590485,-0.25710041776058956,5,-1.1695000189323488,1,-0.40568351857841767,False
1,0,0,34.0,0,-0.306008008625682,3.5913197518611293,-0.29236499848472447,1.0157093091550564,0.02357477373313093,2,-1.181320654769413,0,4.0322308276389105,False
2,0,2,43.0,0,1.4127526899146257,-0.2818222477741811,-0.05954055609973515,-0.22680026187324157,-0.25710041776058956,5,-1.1655598069866606,0,0.5874892064068783,False
0,0,2,32.0,0,-0.3402897270009193,0.26027732405029014,-0.15369749971131172,0.12092363965913826,0.13053940463775004,6,-1.173440230878037,1,0.017753141634947414,False
2,0,2,47.0,0,-0.006822102805428975,-0.2818222477741811,2.1231885912595394,-0.2697070672037152,0.7945758332936254,5,-1.1635897010138165,0,2.3594130067698393,True
2,0,2,2.0,0,-0.3402897270009193,-0.2818222477741811,-0.29236499848472447,-0.2697070672037152,-0.25710041776058956,5,-1.1635897010138165,0,-1.4412844582241295,True
2,0,2,20.0,0,-0.3402897270009193,-0.2818222477741811,2.7035377527927116,0.6152457927373028,-0.25710041776058956,5,-1.1635897010138165,0,2.4395711529943243,True
1,1,0,28.0,0,-0.3402897270009193,-0.2818222477741811,-0.29236499848472447,-0.2697070672037152,-0.25710041776058956,3,-1.179350548796569,1,-1.4412844582241295,True
2,0,0,23.0,0,0.8813860550984471,0.3329824430949839,-0.29236499848472447,0.5803840134062931,-0.25710041776058956,3,-1.179350548796569,0,1.24528709535441,False
0,0,0,15.0,0,-0.3402897270009193,0.031957739681865785,-0.21019166587825763,-0.25182923164935117,0.08604211818142848,5,-1.1655598069866606,1,-0.6843107666652338,False
0,0,0,20.0,0,0.5229862720846024,-0.15745822835562592,-0.29236499848472447,2.059774905529914,-0.25710041776058956,5,-1.1616195950409725,1,1.8758375330135766,False
0,1,0,30.0,0,-0.3402897270009193,-0.2818222477741811,-0.29236499848472447,-0.2697070672037152,-0.25710041776058956,6,-1.179350548796569,0,-1.4412844582241295,False
0,1,2,17.0,0,-0.3402897270009193,-0.2818222477741811,-0.29236499848472447,-0.2697070672037152,-0.25710041776058956,6,-1.177380442823725,0,-1.4412844582241295,True
1,0,2,45.0,0,-0.3402897270009193,-0.17722891862216547,-0.2153274991661618,1.974855186646685,0.47453765762700506,1,-1.1754103368508808,0,1.7165466994844434,False
0,1,2,55.0,0,-0.3402897270009193,-0.2818222477741811,-0.29236499848472447,-0.2697070672037152,-0.25710041776058956,6,-1.1754103368508808,0,-1.4412844582241295,False
0,1,0,4.0,0,-0.3402897270009193,-0.2818222477741811,-0.29236499848472447,-0.2697070672037152,-0.25710041776058956,6,-1.1754103368508808,0,-1.4412844582241295,True
0,1,1,21.0,0,-0.3402897270009193,-0.2818222477741811,-0.29236499848472447,-0.2697070672037152,-0.25710041776058956,6,-1.1754103368508808,0,-1.4412844582241295,True
2,0,2,21.0,0,1.1712224013618173,-0.2818222477741811,0.01578499878952609,-0.2697070672037152,-0.2023345267374246,5,-1.1616195950409725,0,0.4331435584360226,False
